title,url,video_id,upload_date,duration,duration_seconds,view_count,like_count,description,tags,category,uploader,channel_id,transcript
2024-06-28 Embed SSO URL Validation,https://www.youtube.com/watch?v=T0FK-_Dgi_w,T0FK-_Dgi_w,2025-01-30,03:10,190,15,0,New tooling to validate embed SSO URL generation to ensure embed apps are easy to authenticate,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-06-28 Semi Additive Measures / Omni Dimensionlize,https://www.youtube.com/watch?v=QLQgVputzNw,QLQgVputzNw,2025-01-30,11:01,661,69,0,"Semi additive measures.  Working with data that doesn't aggregate over time (MAUs, credit balances, etc) can be painful.  Now we have native operators that can handle all that nuance with minimal effort.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-06-28 Better Git + Commit History,https://www.youtube.com/watch?v=9TeVhVedyvk,9TeVhVedyvk,2025-01-30,07:12,432,41,0,More improvements to the git integration to better handle conflicts between imported changes and activity in the app via commit history.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-06-21 In-App Workbook Analytics for Admins,https://www.youtube.com/watch?v=1SEdYH6zhCI,1SEdYH6zhCI,2025-01-30,01:20,80,29,0,New workbook experience for in-app analytics.  Using our embedded workbook experience to expose more data to Omni admins,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-06-21 Website Glow Up,https://www.youtube.com/watch?v=13fSfsY7YDM,13fSfsY7YDM,2025-01-30,06:02,362,22,0,"Lots of work on website design and layout, including easier-to-navigate blogs",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-07-12 Controls for Controls (Multi-Tile Controls),https://www.youtube.com/watch?v=sY9DisZDKgg,sY9DisZDKgg,2025-01-30,02:24,144,35,0,"The launch of controls for controls.  Now day/month/quarter selectors, or field selectors for an individual tile can be coordinated across many tiles.  This opens up use cases like full dashboard time swapping, or currency toggling at the dashboard level - all without touching the data model.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
"2024-07-12 Sum Distinct, Average Distinct",https://www.youtube.com/watch?v=os0E1Hm5PQs,os0E1Hm5PQs,2025-01-30,01:59,119,32,0,Sum distinct and average distinct in the data model - now users can flexibly aggregate over non-primary keys,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-07-08 Drill Modals in the Workbook,https://www.youtube.com/watch?v=mT54nko_ReM,mT54nko_ReM,2025-01-30,03:19,199,35,0,Drill modals on workbooks: simplifying the drill down experience to keep the experience clean,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-07-08 dbt Pushdown with {{ref}},https://www.youtube.com/watch?v=a4UlOS2G2Oc,a4UlOS2G2Oc,2025-01-30,01:52,112,43,0,dbt pushdown using `{{ref}}` syntax: making sure we write dbt jobs in dbt language during push down,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-06-28 Omni AI Launch,https://www.youtube.com/watch?v=Sjjk2GZIW00,Sjjk2GZIW00,2025-01-30,02:02,122,50,1,A quick look at the launch of Omni AI for natural language querying in the app alongside the field picker - data any way you want it.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-06-28 Scheduled Alerts,https://www.youtube.com/watch?v=SZEFIWSMHm0,SZEFIWSMHm0,2025-01-30,04:59,299,49,0,"Scheduled alerts!  Now you can configure schedules to only send data when specific triggers are met, keeping the inbox lighter, and making schedules more actionable.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-06-28 User Attributes in Schedules / Bursting,https://www.youtube.com/watch?v=PnDDqwuliRM,PnDDqwuliRM,2025-01-30,03:30,210,47,0,"User attribute bursting in the scheduler.  One dashboard, 100 recipients, each with different filters, now in a couple clicks.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-07-12 Table Refinements,https://www.youtube.com/watch?v=PJQ1kSNXKpY,PJQ1kSNXKpY,2025-01-30,03:19,199,31,0,"More table controls and refinement.  We're still hammering out the last pieces of making Omni data tables feel amazing.  Better resize, better renaming, alignment controls, and more.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-06-28 Omni Usage Logs + Event Collection,https://www.youtube.com/watch?v=HhpbZ2fp18M,HhpbZ2fp18M,2025-01-30,05:41,341,27,0,Custom logging pipeline for customers that need full usage details.  Also the underpinnings of event collection for in-app usage reporting.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-07-08 Dashboards as Code,https://www.youtube.com/watch?v=5hquq3jrKKQ,5hquq3jrKKQ,2025-01-30,08:42,522,109,0,"Content as code: a first look at serialized content that allows installability across connection, versioning, or code based editing for Omni dashboards",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-07-12 Semi-Additive Measure Drilldown,https://www.youtube.com/watch?v=h2NEQM7LxbU,h2NEQM7LxbU,2025-01-30,01:21,81,27,0,Drilling for semi-additive measures - doing the hard stuff to make them 'just work',,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-07-19 Table Color Styling UX,https://www.youtube.com/watch?v=BGqcDFU8f5k,BGqcDFU8f5k,2025-01-30,00:46,46,16,0,"Improved the UX for table color styling, especially vis-a-vis transparency (gotta make sure dark mode looks nice too)",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-07-12 Better Vis on Mobile,https://www.youtube.com/watch?v=1Xqha9m9d4g,1Xqha9m9d4g,2025-01-30,02:07,127,11,0,Some experiments we are running to better handle legends on mobile - making sure they don't take up too much of the vis' space,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-07-19 Design Touch-ups All Over the Place,https://www.youtube.com/watch?v=y7hp8DdlhV0,y7hp8DdlhV0,2025-01-30,01:49,109,16,0,"Tens of instances of design polish throughout the app - cleaner styling, friendlier inputs, better UI and UX",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-07-19 More Autocomplete in SQL and Custom Field Builder,https://www.youtube.com/watch?v=hnGpJFGkFi8,hnGpJFGkFi8,2025-01-30,01:20,80,20,0,"Better autocomplete in the SQL experience, and some nice drag and drop from the field picker for custom field building",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-07-12 Better Label Handling,https://www.youtube.com/watch?v=W7X5GkTfkVQ,W7X5GkTfkVQ,2025-01-30,02:39,159,24,0,Better label handling with clipped axes,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-07-19 Scheduler For Schema Refresh,https://www.youtube.com/watch?v=SoohV9tUA58,SoohV9tUA58,2025-01-30,00:54,54,15,0,Now you can have Omni automatically stay in sync with database changes on a schedule.  This will automatically pull the info schema and update the data model to reflect reality.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-07-12 Custom Dashboard Cards,https://www.youtube.com/watch?v=OrNJ-TRMKb0,OrNJ-TRMKb0,2025-01-30,01:49,109,51,0,Some new code for dashboard cards - a really nice way to present data across a list different objects with many attributes,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-07-19 Better KPIs,https://www.youtube.com/watch?v=MAnQvw9T9W8,MAnQvw9T9W8,2025-01-30,01:15,75,36,0,More styling controls for KPIs - text sizing and alignment to make sure they layout just how you want,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-07-12 Query API,https://www.youtube.com/watch?v=7yfFbkEBOVg,7yfFbkEBOVg,2025-01-30,07:03,423,54,0,"Our new query API in alpha - take the Omni model anywhere you like.  Still refining the API, but can start opening up early testers.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-07-26 Editing Visualization From the Dashboard,https://www.youtube.com/watch?v=zZardGv-aRA,zZardGv-aRA,2025-01-30,03:37,217,25,0,"Some very early prototypes for editing visualizations directly on the dashboard.  The goal is to avoid bouncing back and forth to the workbook when tuning visualizations.  Lots of work to do here to launch, but hopefully paints the picture of a much better editing experience.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-07-26 Period-Over-Period Dashboard Controls,https://www.youtube.com/watch?v=w-W_RDOXzbY,w-W_RDOXzbY,2025-01-30,01:30,90,24,0,Now all the goodness of period-over-period controls is available from the dashboard as well.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-07-19 Model Automatic Error Fixing,https://www.youtube.com/watch?v=sXU6grjTsJU,sXU6grjTsJU,2025-01-30,06:27,387,36,0,"The most difficult part about maintaining a data environment is the constant cleanup required as business logic evolves and transforms.  Inevitably, the outcome is errors in the data model.  Instead of fixing them one-by-one, what if they just resolved themselves?  Our new IDE errors now have a button to do just that!  Model cleanup is now as easy as accepting cleanup suggestions.  Incredibly excited for this one for our own environement as well :)",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-07-19 Embed Filter CSS Controls,https://www.youtube.com/watch?v=m5Syt75mgks,m5Syt75mgks,2025-01-30,00:44,44,20,0,New controls to style the filter via CSS.  Making sure everything is controllable for embedded environments.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-07-26 Dashboard Filter Faceting Controls,https://www.youtube.com/watch?v=jsziMDgrnSk,jsziMDgrnSk,2025-01-30,01:10,70,28,0,New explicitly controls for whether one filter filter's the suggestions of another filter.  Can be turned on or off as needed for the desired experience.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-07-26 Calling Filters in Markdown,https://www.youtube.com/watch?v=aJUCQImM7uc,aJUCQImM7uc,2025-01-30,01:09,69,19,0,"Now it's much easier to use a given query's filter configuration in markdown, allowing for easier drill down to dashboards or other queries in Omni.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-07-19 Website Case Studies,https://www.youtube.com/watch?v=V6WxrnfvotM,V6WxrnfvotM,2025-01-30,00:43,43,12,0,New marketing website page featuring customer case studies about working with Omni,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-07-26 Single Tile Schedules - Bigger Vis,https://www.youtube.com/watch?v=V2YbK5C6LY8,V2YbK5C6LY8,2025-01-30,00:46,46,9,0,"Now when single tile visualizations are scheduled, the visualizations are sized up for easier consumption.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-07-26 Period-Over-Period Dynamic Size Offsets,https://www.youtube.com/watch?v=B-T8JC5rvQo,B-T8JC5rvQo,2025-01-30,01:54,114,21,0,"A new option for a period-over-period offset to the previous same-length period.  Want to look at 20-day performance vs previous 20-days, or 37-month vs 37-month - all out of the box now.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-07-26 Field Picker In-Use Toggle,https://www.youtube.com/watch?v=-ol3nil-UM4,-ol3nil-UM4,2025-01-30,01:09,69,31,0,"A new filter control to quickly view only the fields in use for a given query (dimensions, measures, pivots, or filters)",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-02 in_query Model Parameters,https://www.youtube.com/watch?v=zzw9qUMnezg,zzw9qUMnezg,2025-01-30,02:17,137,21,0,More flexibility for your data models - in_query allows for dynamic SQL generation based upon the structure of your query.  This opens up all sorts of new use cases for flexible SQL based upon the filters or columns selected.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
"2024-08-02 SQL with Sorts, Column Labels, and Calcs",https://www.youtube.com/watch?v=VS5NrSkFYiU,VS5NrSkFYiU,2025-01-30,02:09,129,24,0,"A first look at our effort to bring all of the Omni goodness to SQL queries as well.  Instead of forcing users to wedge calculations or column relabels or sorts into the SQL block, now it's just simple actions on top of the result table.  Little bit more work to do here, but coming soon.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-07-26 IDE Redesigns,https://www.youtube.com/watch?v=ILQwVm8nars,ILQwVm8nars,2025-01-30,13:21,801,63,1,"A whole bunch of design prototypes for upcoming work on the IDE.  Easier joins and topics, better navigation, lots of metadata and in-line documentation.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-07-26 Filter Suggestion Cache Busting,https://www.youtube.com/watch?v=GsBSQKYD9WA,GsBSQKYD9WA,2025-01-30,01:41,101,15,0,New controls that allow for refreshing the filter suggestion cache.  Making sure all the entries from the database are available for suggestions.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-02 Views in Topics,https://www.youtube.com/watch?v=CTYR30-tKps,CTYR30-tKps,2025-01-30,13:32,812,74,0,"Sometimes you need to customize a view for the purpose of a single topic - new labels, new fields, maybe even different field definitions.  Now you can.

This work opens up a views: argument inside topics, that allow for ad hoc view declaration, extension, or overrides, without impacting the core view files.  Enormous flexibility with this feature to customize topics to any use case - now everything is fair game inside the topic specifically.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-02 Period-Over-Period with Time Columns,https://www.youtube.com/watch?v=27gpWPx6x7Y,27gpWPx6x7Y,2025-01-30,01:32,92,21,0,The finishing touches on our period-over-period implementation now offer dynamic time offsets even with other time fields selected.  An easy way to pull up time offsets without impacting the structure of your baseline query.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-02 Snowflake Key-Pair Authentication,https://www.youtube.com/watch?v=q-g3sk4yhnA,q-g3sk4yhnA,2025-01-30,02:36,156,323,1,"Some fresh code for using key-pair authentication with Snowflake - providing an extra layer of security to basic authentication (ie. username and password) when accessing your Snowflake.  Wrapping up code review and tests on it, we expect it to be live next week.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-02 XLOOKUP and Filter-by-Query Portability,https://www.youtube.com/watch?v=gN9lVYDh5DI,gN9lVYDh5DI,2025-01-30,02:18,138,21,0,"Moving queries across workbooks is usually simple, but not when your queries reference other queries - until now.  Now you can move queries with XLOOKUPs or queries with filters from other queries to any workbook, and the dependencies come with - no more thinking, all just works.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-02 Dynamic Database Connections,https://www.youtube.com/watch?v=Yr0Zl56xCs4,Yr0Zl56xCs4,2025-01-30,05:01,301,35,0,New functionality that allows for dynamically swapping the database connection from a branch.  Easily switch between prod or staging schemas (not just dbt) in the UI - great for testing data models across mirrored databases during migration or other more complex deployment use cases.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-07-26 Single Select Filters,https://www.youtube.com/watch?v=Ce0dO00KWf0,Ce0dO00KWf0,2025-01-30,02:03,123,29,0,"A first look at new single-select filters on dashboards, removing the complexity of picking a filter type, and simply requiring a single filter input for a dashboard (think Customer Lookup, Region Picker, etc).",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
"2024-08-09 Faster Dashboards, Smaller Models",https://www.youtube.com/watch?v=ciRuwGOaiDc,ciRuwGOaiDc,2025-01-30,02:50,170,25,0,"Huge improvements to slim down the model size on dashboard loads to only the dependencies needed, often reducing dashboard download size by an order of magnitude for large models",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
20240-08-02 Dashboard Themes / Styling Manager,https://www.youtube.com/watch?v=_TGzHtJao4g,_TGzHtJao4g,2025-01-30,06:15,375,85,0,"Now dashboard styling (CSS, fonts, colors, backgrounds) can be stored into themes that can be used on any dashboard.  This new UX allows styling directly in the app, and easy management for consistent, custom styles with minimum effort.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-09 Unlimited Downloads,https://www.youtube.com/watch?v=VfVxuDY7SlQ,VfVxuDY7SlQ,2025-01-30,02:07,127,15,0,A preview of unlimited downloads - now you can take as much data as you want (with some time out limits) out of the Omni app,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-09 Cleaner Single Select Filter,https://www.youtube.com/watch?v=x46fA4exCLE,x46fA4exCLE,2025-01-30,00:45,45,18,0,Some improvements to the UX on single-select filters,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
"2024-08-09 Better, Stickier Visualization Settings + Autovis",https://www.youtube.com/watch?v=on2j_aaX63g,on2j_aaX63g,2025-01-30,10:06,606,66,0,"Enormous improvements to stickiness in visualization settings and auto-vis.  Now chart facets will retain even after query changes; toggling visualization types will retain settings; and auto visualization will retain tuned settings.  The changes feel amazing after some internal testing, should see these shortly in the app",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-09 Conditional / Nested Templated Filters,https://www.youtube.com/watch?v=kgMMaTb-Mdc,kgMMaTb-Mdc,2025-01-30,01:39,99,34,0,Layered templated filters for complex model parameterization,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-09 Sparse Labels via Advanced Vis,https://www.youtube.com/watch?v=crW4zMRKM1E,crW4zMRKM1E,2025-01-30,01:46,106,25,0,A quick demo of an advanced vis with sparse data labels as we build out native coverage,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-02 Table Header Styling (Truncation),https://www.youtube.com/watch?v=OUjhmTvHVzk,OUjhmTvHVzk,2025-01-30,02:52,172,25,0,"New controls to truncate columns headers to two lines.  Always trying to make sure styling is in full control, and defaults look great.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-02 Dashboard Filter Improvements,https://www.youtube.com/watch?v=MtHfMkaW6ok,MtHfMkaW6ok,2025-01-30,02:45,165,49,1,A bit more work to improve performance when filters are left empty.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-02 Dashboard Vanity URLs,https://www.youtube.com/watch?v=JhJzqfRG9w4,JhJzqfRG9w4,2025-01-30,04:18,258,32,0,"New settings for vanity dashboard URLs, making navigation simple and contextual - now it's as easy as dashboard/CorporateDash instead of dashboard/1 or dashboard/lkjdfs (unless you want that!).  This also means that you can more easily make updates to an embedded dashboard without requiring an engineer to point from one identifier to another, by instead pointing to a fixed, immutable URL.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-16 Better Downloads with Hidden Columns,https://www.youtube.com/watch?v=upM-l86VNsI,upM-l86VNsI,2025-01-30,01:47,107,9,0,,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-09 Better Filter Dropdowns and Tooltip Refinement,https://www.youtube.com/watch?v=u76GBsMeQss,u76GBsMeQss,2025-01-30,02:09,129,24,0,"Lots of improvements to filters - cleaner, searchable dropdowns, plus some tuning of our tooltips through the app",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-23 Advanced Editor for Pie Charts,https://www.youtube.com/watch?v=tqyLBnEQoR4,tqyLBnEQoR4,2025-01-30,00:31,31,11,0,,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-16 More Magical Dimension Fill,https://www.youtube.com/watch?v=ifj3MwqFJgk,ifj3MwqFJgk,2025-01-30,01:00,60,13,0,"More magical dimension fill.  Sometimes fill is desirable even with two dimensions (say date + day-of-week).  Now rather than pairwise fill across both, Omni is smart and it all just works",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-16 Unlimited Downloads,https://www.youtube.com/watch?v=eTditIixawU,eTditIixawU,2025-01-30,04:28,268,27,0,"The launch of unlimited downloads, including formatted or unformatted toggle, and custom row limits. Also new affordances for hidden columns in result sets and how the are handled during export.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-09 Abstract in the Model,https://www.youtube.com/watch?v=aAwc49VMoZM,aAwc49VMoZM,2025-01-30,12:09,729,25,0,"New `abstract` files in the model allow for fields, views, topics declarable without attachment to a table - this opens up new use cases for model inheritance and layering we'll be highlighting soon",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-16 Dashboard Themes Applied in UI,https://www.youtube.com/watch?v=SNK2bYVMsHo,SNK2bYVMsHo,2025-01-30,03:02,182,37,0,Apply dashboard themes (both internal BI and embed) directly from the UI - no more JSON handling to apply dashboard themes,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-16 Update Query Views,https://www.youtube.com/watch?v=AYLfE5dd6ro,AYLfE5dd6ro,2025-01-30,02:47,167,20,0,Update vs save for query views - some better workflows for tuning query views while retain model underneath,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-16 Even More Custom Custom Visualizations via iFrame,https://www.youtube.com/watch?v=8GamRZOenBU,8GamRZOenBU,2025-01-30,02:33,153,53,0,New functionality that allows markdown tiles to serve completely custom visualizations (non-Vega) using data in results + POST message framework to render custom iframes,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-16 Better Advanced Vis Saving,https://www.youtube.com/watch?v=0VYJOpZEPW0,0VYJOpZEPW0,2025-01-30,01:59,119,27,0,"Simpler UX for advanced visualizations, including retaining config with other UI vis config changes",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-23 dbt SQL in the UI,https://www.youtube.com/watch?v=z8F50NwkAtk,z8F50NwkAtk,2025-01-30,02:16,136,28,0,"New mode to write dbt SQL from the UI, including {{ }} references for simple push down to dbt",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-23 Multi-Line Text Support for Vis,https://www.youtube.com/watch?v=pI4ooDL37bs,pI4ooDL37bs,2025-01-30,01:39,99,13,0,"Multi-line support for axes labels, point labels, and fields names",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-23 Embed URL Builder Improvements (Especially for Vanity Domains),https://www.youtube.com/watch?v=WJkORG1KTuc,WJkORG1KTuc,2025-01-30,02:58,178,18,0,Improvements to the SDK for vanity domains + a tool for URL building without the SDK,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
